,id,deviceId,action,createdLogAt,createdLogBy,changedFields,status,name,deviceType,gatewayId,platform,version,areaId,location,macAddress,nodeId,stateUpdateDuration,online,settings,data,lastUsedEnergy,usedEnergy,relayId,expiredDIM,expiredRelaySt,amqpModifiedAt
84,402063,prd_72f856a8-f25d-4b2f-8ab6-571869efb3ba,updated,2019-11-18 10:20:26,,"[""data.dimmers"",""data.sensors""]",active,LIGHT_20001,LIGHT,c4ef9f42d092244e9bf88d18,RF_868,3.0.0_003,are_dc1051b7-5a45-4477-b9e5-7ad68696bd20,POINT (0 0),00124b001c7348c0,20001,10,1,"{""light_type"":""street_light"",""dimmer_standard"":""0-10V"",""max_driver_dimmer"":170,""max_power"":50,""min_power"":5,""time_dimmer"":2000,""group"":60}","{""dimmers"":[255,255,255,255],""script"":""static"",""sensors"":[{""port"":5,""is_open"":true,""sensor_type"":""HUMIDITY"",""error"":26,""humidity"":""47.259979"",""temperature"":""30.438995""},{""port"":6,""is_open"":false,""sensor_type"":""""},{""port"":7,""is_open"":false,""sensor_type"":""""},{""port"":8,""is_open"":false,""sensor_type"":""""}]}",0,,,,,2019-11-18 10:20:26
85,402064,prd_72f856a8-f25d-4b2f-8ab6-571869efb3ba,updated,2019-11-18 10:21:01,,"[""data.dimmers"",""data.sensors""]",active,LIGHT_20001,LIGHT,c4ef9f42d092244e9bf88d18,RF_868,3.0.0_003,are_dc1051b7-5a45-4477-b9e5-7ad68696bd20,POINT (0 0),00124b001c7348c0,20001,10,1,"{""light_type"":""street_light"",""dimmer_standard"":""0-10V"",""max_driver_dimmer"":170,""max_power"":50,""min_power"":5,""time_dimmer"":2000,""group"":60}","{""dimmers"":[255,255,255,255],""script"":""static"",""sensors"":[{""port"":5,""is_open"":true,""sensor_type"":""HUMIDITY"",""error"":26,""humidity"":""47.159973"",""temperature"":""30.438995""},{""port"":6,""is_open"":false,""sensor_type"":""""},{""port"":7,""is_open"":false,""sensor_type"":""""},{""port"":8,""is_open"":false,""sensor_type"":""""}]}",0,,,,,2019-11-18 10:21:01
86,402065,prd_72f856a8-f25d-4b2f-8ab6-571869efb3ba,updated,2019-11-18 10:21:14,,"[""data.dimmers"",""data.sensors""]",active,LIGHT_20001,LIGHT,c4ef9f42d092244e9bf88d18,RF_868,3.0.0_003,are_dc1051b7-5a45-4477-b9e5-7ad68696bd20,POINT (0 0),00124b001c7348c0,20001,10,1,"{""light_type"":""street_light"",""dimmer_standard"":""0-10V"",""max_driver_dimmer"":170,""max_power"":50,""min_power"":5,""time_dimmer"":2000,""group"":60}","{""dimmers"":[255,255,255,255],""script"":""static"",""sensors"":[{""port"":5,""is_open"":true,""sensor_type"":""HUMIDITY"",""error"":26,""humidity"":""47.159973"",""temperature"":""30.449997""},{""port"":6,""is_open"":false,""sensor_type"":""""},{""port"":7,""is_open"":false,""sensor_type"":""""},{""port"":8,""is_open"":false,""sensor_type"":""""}]}",0,,,,,2019-11-18 10:21:14
87,402066,prd_72f856a8-f25d-4b2f-8ab6-571869efb3ba,updated,2019-11-18 10:21:26,,"[""data.dimmers"",""data.sensors""]",active,LIGHT_20001,LIGHT,c4ef9f42d092244e9bf88d18,RF_868,3.0.0_003,are_dc1051b7-5a45-4477-b9e5-7ad68696bd20,POINT (0 0),00124b001c7348c0,20001,10,1,"{""light_type"":""street_light"",""dimmer_standard"":""0-10V"",""max_driver_dimmer"":170,""max_power"":50,""min_power"":5,""time_dimmer"":2000,""group"":60}","{""dimmers"":[255,255,255,255],""script"":""static"",""sensors"":[{""port"":5,""is_open"":true,""sensor_type"":""HUMIDITY"",""error"":26,""humidity"":""47.189972"",""temperature"":""30.429993""},{""port"":6,""is_open"":false,""sensor_type"":""""},{""port"":7,""is_open"":false,""sensor_type"":""""},{""port"":8,""is_open"":false,""sensor_type"":""""}]}",0,,,,,2019-11-18 10:21:26
88,402067,prd_72f856a8-f25d-4b2f-8ab6-571869efb3ba,updated,2019-11-18 10:21:37,,"[""data.dimmers"",""data.sensors""]",active,LIGHT_20001,LIGHT,c4ef9f42d092244e9bf88d18,RF_868,3.0.0_003,are_dc1051b7-5a45-4477-b9e5-7ad68696bd20,POINT (0 0),00124b001c7348c0,20001,10,1,"{""light_type"":""street_light"",""dimmer_standard"":""0-10V"",""max_driver_dimmer"":170,""max_power"":50,""min_power"":5,""time_dimmer"":2000,""group"":60}","{""dimmers"":[255,255,255,255],""script"":""static"",""sensors"":[{""port"":5,""is_open"":true,""sensor_type"":""HUMIDITY"",""error"":26,""humidity"":""47.119995"",""temperature"":""30.429993""},{""port"":6,""is_open"":false,""sensor_type"":""""},{""port"":7,""is_open"":false,""sensor_type"":""""},{""port"":8,""is_open"":false,""sensor_type"":""""}]}",0,,,,,2019-11-18 10:21:37
89,402068,prd_72f856a8-f25d-4b2f-8ab6-571869efb3ba,updated,2019-11-18 10:22:01,,"[""data.dimmers"",""data.sensors""]",active,LIGHT_20001,LIGHT,c4ef9f42d092244e9bf88d18,RF_868,3.0.0_003,are_dc1051b7-5a45-4477-b9e5-7ad68696bd20,POINT (0 0),00124b001c7348c0,20001,10,1,"{""light_type"":""street_light"",""dimmer_standard"":""0-10V"",""max_driver_dimmer"":170,""max_power"":50,""min_power"":5,""time_dimmer"":2000,""group"":60}","{""dimmers"":[255,255,255,255],""script"":""static"",""sensors"":[{""port"":5,""is_open"":true,""sensor_type"":""HUMIDITY"",""error"":26,""humidity"":""47.089996"",""temperature"":""30.429993""},{""port"":6,""is_open"":false,""sensor_type"":""""},{""port"":7,""is_open"":false,""sensor_type"":""""},{""port"":8,""is_open"":false,""sensor_type"":""""}]}",0,,,,,2019-11-18 10:22:01
90,402069,prd_72f856a8-f25d-4b2f-8ab6-571869efb3ba,updated,2019-11-18 10:22:14,,"[""data.dimmers"",""data.sensors""]",active,LIGHT_20001,LIGHT,c4ef9f42d092244e9bf88d18,RF_868,3.0.0_003,are_dc1051b7-5a45-4477-b9e5-7ad68696bd20,POINT (0 0),00124b001c7348c0,20001,10,1,"{""light_type"":""street_light"",""dimmer_standard"":""0-10V"",""max_driver_dimmer"":170,""max_power"":50,""min_power"":5,""time_dimmer"":2000,""group"":60}","{""dimmers"":[255,255,255,255],""script"":""static"",""sensors"":[{""port"":5,""is_open"":true,""sensor_type"":""HUMIDITY"",""error"":26,""humidity"":""47.129974"",""temperature"":""30.438995""},{""port"":6,""is_open"":false,""sensor_type"":""""},{""port"":7,""is_open"":false,""sensor_type"":""""},{""port"":8,""is_open"":false,""sensor_type"":""""}]}",0,,,,,2019-11-18 10:22:14
91,402070,prd_c1d29296-844c-4e71-8663-46e78a59c6a1,updated,2019-11-18 10:22:21,,"[""settings.lane_id""]",active,REPEATER_100,REPEATER,c4ef9f42d092244e9bf88d18,RF_868,3.0.0.1,,POINT (0 0),00124b001c734889,100,100,1,"{""hop_number"":0,""lane_id"":8}","{""error"":0}",0,,,,,2019-11-18 10:22:21
92,402071,prd_72f856a8-f25d-4b2f-8ab6-571869efb3ba,updated,2019-11-18 10:22:25,,"[""data.dimmers"",""data.sensors""]",active,LIGHT_20001,LIGHT,c4ef9f42d092244e9bf88d18,RF_868,3.0.0_003,are_dc1051b7-5a45-4477-b9e5-7ad68696bd20,POINT (0 0),00124b001c7348c0,20001,10,1,"{""light_type"":""street_light"",""dimmer_standard"":""0-10V"",""max_driver_dimmer"":170,""max_power"":50,""min_power"":5,""time_dimmer"":2000,""group"":60}","{""dimmers"":[255,255,255,255],""script"":""static"",""sensors"":[{""port"":5,""is_open"":true,""sensor_type"":""HUMIDITY"",""error"":26,""humidity"":""47.259979"",""temperature"":""30.429993""},{""port"":6,""is_open"":false,""sensor_type"":""""},{""port"":7,""is_open"":false,""sensor_type"":""""},{""port"":8,""is_open"":false,""sensor_type"":""""}]}",0,,,,,2019-11-18 10:22:25
93,402072,prd_72f856a8-f25d-4b2f-8ab6-571869efb3ba,updated,2019-11-18 10:22:39,,"[""data.dimmers"",""data.sensors""]",active,LIGHT_20001,LIGHT,c4ef9f42d092244e9bf88d18,RF_868,3.0.0_003,are_dc1051b7-5a45-4477-b9e5-7ad68696bd20,POINT (0 0),00124b001c7348c0,20001,10,1,"{""light_type"":""street_light"",""dimmer_standard"":""0-10V"",""max_driver_dimmer"":170,""max_power"":50,""min_power"":5,""time_dimmer"":2000,""group"":60}","{""dimmers"":[255,255,255,255],""script"":""static"",""sensors"":[{""port"":5,""is_open"":true,""sensor_type"":""HUMIDITY"",""error"":26,""humidity"":""47.259979"",""temperature"":""30.438995""},{""port"":6,""is_open"":false,""sensor_type"":""""},{""port"":7,""is_open"":false,""sensor_type"":""""},{""port"":8,""is_open"":false,""sensor_type"":""""}]}",0,,,,,2019-11-18 10:22:39
94,402073,prd_72f856a8-f25d-4b2f-8ab6-571869efb3ba,updated,2019-11-18 10:22:49,,"[""data.dimmers"",""data.sensors""]",active,LIGHT_20001,LIGHT,c4ef9f42d092244e9bf88d18,RF_868,3.0.0_003,are_dc1051b7-5a45-4477-b9e5-7ad68696bd20,POINT (0 0),00124b001c7348c0,20001,10,1,"{""light_type"":""street_light"",""dimmer_standard"":""0-10V"",""max_driver_dimmer"":170,""max_power"":50,""min_power"":5,""time_dimmer"":2000,""group"":60}","{""dimmers"":[255,255,255,255],""script"":""static"",""sensors"":[{""port"":5,""is_open"":true,""sensor_type"":""HUMIDITY"",""error"":26,""humidity"":""47.189972"",""temperature"":""30.438995""},{""port"":6,""is_open"":false,""sensor_type"":""""},{""port"":7,""is_open"":false,""sensor_type"":""""},{""port"":8,""is_open"":false,""sensor_type"":""""}]}",0,,,,,2019-11-18 10:22:49
95,402074,prd_c1d29296-844c-4e71-8663-46e78a59c6a1,updated,2019-11-18 10:22:54,,"[""settings.lane_id""]",active,REPEATER_100,REPEATER,c4ef9f42d092244e9bf88d18,RF_868,3.0.0.1,,POINT (0 0),00124b001c734889,100,100,1,"{""hop_number"":0,""lane_id"":0}","{""error"":0}",0,,,,,2019-11-18 10:22:54
96,402075,prd_72f856a8-f25d-4b2f-8ab6-571869efb3ba,updated,2019-11-18 10:23:12,,"[""data.dimmers"",""data.sensors""]",active,LIGHT_20001,LIGHT,c4ef9f42d092244e9bf88d18,RF_868,3.0.0_003,are_dc1051b7-5a45-4477-b9e5-7ad68696bd20,POINT (0 0),00124b001c7348c0,20001,10,1,"{""light_type"":""street_light"",""dimmer_standard"":""0-10V"",""max_driver_dimmer"":170,""max_power"":50,""min_power"":5,""time_dimmer"":2000,""group"":60}","{""dimmers"":[255,255,255,255],""script"":""static"",""sensors"":[{""port"":5,""is_open"":true,""sensor_type"":""HUMIDITY"",""error"":26,""humidity"":""46.969971"",""temperature"":""30.469986""},{""port"":6,""is_open"":false,""sensor_type"":""""},{""port"":7,""is_open"":false,""sensor_type"":""""},{""port"":8,""is_open"":false,""sensor_type"":""""}]}",0,,,,,2019-11-18 10:23:12
97,402076,prd_72f856a8-f25d-4b2f-8ab6-571869efb3ba,updated,2019-11-18 10:23:26,,"[""data.dimmers"",""data.sensors""]",active,LIGHT_20001,LIGHT,c4ef9f42d092244e9bf88d18,RF_868,3.0.0_003,are_dc1051b7-5a45-4477-b9e5-7ad68696bd20,POINT (0 0),00124b001c7348c0,20001,10,1,"{""light_type"":""street_light"",""dimmer_standard"":""0-10V"",""max_driver_dimmer"":170,""max_power"":50,""min_power"":5,""time_dimmer"":2000,""group"":60}","{""dimmers"":[255,255,255,255],""script"":""static"",""sensors"":[{""port"":5,""is_open"":true,""sensor_type"":""HUMIDITY"",""error"":26,""humidity"":""46.799988"",""temperature"":""30.449997""},{""port"":6,""is_open"":false,""sensor_type"":""""},{""port"":7,""is_open"":false,""sensor_type"":""""},{""port"":8,""is_open"":false,""sensor_type"":""""}]}",0,,,,,2019-11-18 10:23:26
98,402077,prd_72f856a8-f25d-4b2f-8ab6-571869efb3ba,updated,2019-11-18 10:23:37,,"[""data.dimmers"",""data.sensors""]",active,LIGHT_20001,LIGHT,c4ef9f42d092244e9bf88d18,RF_868,3.0.0_003,are_dc1051b7-5a45-4477-b9e5-7ad68696bd20,POINT (0 0),00124b001c7348c0,20001,10,1,"{""light_type"":""street_light"",""dimmer_standard"":""0-10V"",""max_driver_dimmer"":170,""max_power"":50,""min_power"":5,""time_dimmer"":2000,""group"":60}","{""dimmers"":[255,255,255,255],""script"":""static"",""sensors"":[{""port"":5,""is_open"":true,""sensor_type"":""HUMIDITY"",""error"":26,""humidity"":""46.829987"",""temperature"":""30.449997""},{""port"":6,""is_open"":false,""sensor_type"":""""},{""port"":7,""is_open"":false,""sensor_type"":""""},{""port"":8,""is_open"":false,""sensor_type"":""""}]}",0,,,,,2019-11-18 10:23:37
99,402078,prd_72f856a8-f25d-4b2f-8ab6-571869efb3ba,updated,2019-11-18 10:23:49,,"[""data.dimmers"",""data.sensors""]",active,LIGHT_20001,LIGHT,c4ef9f42d092244e9bf88d18,RF_868,3.0.0_003,are_dc1051b7-5a45-4477-b9e5-7ad68696bd20,POINT (0 0),00124b001c7348c0,20001,10,1,"{""light_type"":""street_light"",""dimmer_standard"":""0-10V"",""max_driver_dimmer"":170,""max_power"":50,""min_power"":5,""time_dimmer"":2000,""group"":60}","{""dimmers"":[255,255,255,255],""script"":""static"",""sensors"":[{""port"":5,""is_open"":true,""sensor_type"":""HUMIDITY"",""error"":26,""humidity"":""46.899994"",""temperature"":""30.459000""},{""port"":6,""is_open"":false,""sensor_type"":""""},{""port"":7,""is_open"":false,""sensor_type"":""""},{""port"":8,""is_open"":false,""sensor_type"":""""}]}",0,,,,,2019-11-18 10:23:49
100,402079,prd_72f856a8-f25d-4b2f-8ab6-571869efb3ba,updated,2019-11-18 10:24:00,,"[""data.dimmers"",""data.sensors""]",active,LIGHT_20001,LIGHT,c4ef9f42d092244e9bf88d18,RF_868,3.0.0_003,are_dc1051b7-5a45-4477-b9e5-7ad68696bd20,POINT (0 0),00124b001c7348c0,20001,10,1,"{""light_type"":""street_light"",""dimmer_standard"":""0-10V"",""max_driver_dimmer"":170,""max_power"":50,""min_power"":5,""time_dimmer"":2000,""group"":60}","{""dimmers"":[255,255,255,255],""script"":""static"",""sensors"":[{""port"":5,""is_open"":true,""sensor_type"":""HUMIDITY"",""error"":26,""humidity"":""46.699982"",""temperature"":""30.469986""},{""port"":6,""is_open"":false,""sensor_type"":""""},{""port"":7,""is_open"":false,""sensor_type"":""""},{""port"":8,""is_open"":false,""sensor_type"":""""}]}",0,,,,,2019-11-18 10:24:00
101,402080,prd_72f856a8-f25d-4b2f-8ab6-571869efb3ba,updated,2019-11-18 10:24:13,,"[""data.dimmers"",""data.sensors""]",active,LIGHT_20001,LIGHT,c4ef9f42d092244e9bf88d18,RF_868,3.0.0_003,are_dc1051b7-5a45-4477-b9e5-7ad68696bd20,POINT (0 0),00124b001c7348c0,20001,10,1,"{""light_type"":""street_light"",""dimmer_standard"":""0-10V"",""max_driver_dimmer"":170,""max_power"":50,""min_power"":5,""time_dimmer"":2000,""group"":60}","{""dimmers"":[255,255,255,255],""script"":""static"",""sensors"":[{""port"":5,""is_open"":true,""sensor_type"":""HUMIDITY"",""error"":26,""humidity"":""46.669983"",""temperature"":""30.469986""},{""port"":6,""is_open"":false,""sensor_type"":""""},{""port"":7,""is_open"":false,""sensor_type"":""""},{""port"":8,""is_open"":false,""sensor_type"":""""}]}",0,,,,,2019-11-18 10:24:13
102,402081,prd_72f856a8-f25d-4b2f-8ab6-571869efb3ba,updated,2019-11-18 10:24:26,,"[""data.dimmers"",""data.sensors""]",active,LIGHT_20001,LIGHT,c4ef9f42d092244e9bf88d18,RF_868,3.0.0_003,are_dc1051b7-5a45-4477-b9e5-7ad68696bd20,POINT (0 0),00124b001c7348c0,20001,10,1,"{""light_type"":""street_light"",""dimmer_standard"":""0-10V"",""max_driver_dimmer"":170,""max_power"":50,""min_power"":5,""time_dimmer"":2000,""group"":60}","{""dimmers"":[255,255,255,255],""script"":""static"",""sensors"":[{""port"":5,""is_open"":true,""sensor_type"":""HUMIDITY"",""error"":26,""humidity"":""46.699982"",""temperature"":""30.459000""},{""port"":6,""is_open"":false,""sensor_type"":""""},{""port"":7,""is_open"":false,""sensor_type"":""""},{""port"":8,""is_open"":false,""sensor_type"":""""}]}",0,,,,,2019-11-18 10:24:26
103,402082,prd_72f856a8-f25d-4b2f-8ab6-571869efb3ba,updated,2019-11-18 10:24:37,,"[""data.dimmers"",""data.sensors""]",active,LIGHT_20001,LIGHT,c4ef9f42d092244e9bf88d18,RF_868,3.0.0_003,are_dc1051b7-5a45-4477-b9e5-7ad68696bd20,POINT (0 0),00124b001c7348c0,20001,10,1,"{""light_type"":""street_light"",""dimmer_standard"":""0-10V"",""max_driver_dimmer"":170,""max_power"":50,""min_power"":5,""time_dimmer"":2000,""group"":60}","{""dimmers"":[255,255,255,255],""script"":""static"",""sensors"":[{""port"":5,""is_open"":true,""sensor_type"":""HUMIDITY"",""error"":26,""humidity"":""46.669983"",""temperature"":""30.469986""},{""port"":6,""is_open"":false,""sensor_type"":""""},{""port"":7,""is_open"":false,""sensor_type"":""""},{""port"":8,""is_open"":false,""sensor_type"":""""}]}",0,,,,,2019-11-18 10:24:37
104,402083,prd_72f856a8-f25d-4b2f-8ab6-571869efb3ba,updated,2019-11-18 10:24:50,,"[""data.dimmers"",""data.sensors""]",active,LIGHT_20001,LIGHT,c4ef9f42d092244e9bf88d18,RF_868,3.0.0_003,are_dc1051b7-5a45-4477-b9e5-7ad68696bd20,POINT (0 0),00124b001c7348c0,20001,10,1,"{""light_type"":""street_light"",""dimmer_standard"":""0-10V"",""max_driver_dimmer"":170,""max_power"":50,""min_power"":5,""time_dimmer"":2000,""group"":60}","{""dimmers"":[255,255,255,255],""script"":""static"",""sensors"":[{""port"":5,""is_open"":true,""sensor_type"":""HUMIDITY"",""error"":26,""humidity"":""46.699982"",""temperature"":""30.449997""},{""port"":6,""is_open"":false,""sensor_type"":""""},{""port"":7,""is_open"":false,""sensor_type"":""""},{""port"":8,""is_open"":false,""sensor_type"":""""}]}",0,,,,,2019-11-18 10:24:50
105,402084,prd_72f856a8-f25d-4b2f-8ab6-571869efb3ba,updated,2019-11-18 10:25:00,,"[""data.dimmers"",""data.sensors""]",active,LIGHT_20001,LIGHT,c4ef9f42d092244e9bf88d18,RF_868,3.0.0_003,are_dc1051b7-5a45-4477-b9e5-7ad68696bd20,POINT (0 0),00124b001c7348c0,20001,10,1,"{""light_type"":""street_light"",""dimmer_standard"":""0-10V"",""max_driver_dimmer"":170,""max_power"":50,""min_power"":5,""time_dimmer"":2000,""group"":60}","{""dimmers"":[255,255,255,255],""script"":""static"",""sensors"":[{""port"":5,""is_open"":true,""sensor_type"":""HUMIDITY"",""error"":26,""humidity"":""46.639984"",""temperature"":""30.469986""},{""port"":6,""is_open"":false,""sensor_type"":""""},{""port"":7,""is_open"":false,""sensor_type"":""""},{""port"":8,""is_open"":false,""sensor_type"":""""}]}",0,,,,,2019-11-18 10:25:00
106,402085,prd_72f856a8-f25d-4b2f-8ab6-571869efb3ba,updated,2019-11-18 10:25:13,,"[""data.dimmers"",""data.sensors""]",active,LIGHT_20001,LIGHT,c4ef9f42d092244e9bf88d18,RF_868,3.0.0_003,are_dc1051b7-5a45-4477-b9e5-7ad68696bd20,POINT (0 0),00124b001c7348c0,20001,10,1,"{""light_type"":""street_light"",""dimmer_standard"":""0-10V"",""max_driver_dimmer"":170,""max_power"":50,""min_power"":5,""time_dimmer"":2000,""group"":60}","{""dimmers"":[255,255,255,255],""script"":""static"",""sensors"":[{""port"":5,""is_open"":true,""sensor_type"":""HUMIDITY"",""error"":26,""humidity"":""46.669983"",""temperature"":""30.469986""},{""port"":6,""is_open"":false,""sensor_type"":""""},{""port"":7,""is_open"":false,""sensor_type"":""""},{""port"":8,""is_open"":false,""sensor_type"":""""}]}",0,,,,,2019-11-18 10:25:13
107,402086,prd_72f856a8-f25d-4b2f-8ab6-571869efb3ba,updated,2019-11-18 10:25:25,,"[""data.dimmers"",""data.sensors""]",active,LIGHT_20001,LIGHT,c4ef9f42d092244e9bf88d18,RF_868,3.0.0_003,are_dc1051b7-5a45-4477-b9e5-7ad68696bd20,POINT (0 0),00124b001c7348c0,20001,10,1,"{""light_type"":""street_light"",""dimmer_standard"":""0-10V"",""max_driver_dimmer"":170,""max_power"":50,""min_power"":5,""time_dimmer"":2000,""group"":60}","{""dimmers"":[255,255,255,255],""script"":""static"",""sensors"":[{""port"":5,""is_open"":true,""sensor_type"":""HUMIDITY"",""error"":26,""humidity"":""46.699982"",""temperature"":""30.469986""},{""port"":6,""is_open"":false,""sensor_type"":""""},{""port"":7,""is_open"":false,""sensor_type"":""""},{""port"":8,""is_open"":false,""sensor_type"":""""}]}",0,,,,,2019-11-18 10:25:25
108,402087,prd_72f856a8-f25d-4b2f-8ab6-571869efb3ba,updated,2019-11-18 10:25:37,,"[""data.dimmers"",""data.sensors""]",active,LIGHT_20001,LIGHT,c4ef9f42d092244e9bf88d18,RF_868,3.0.0_003,are_dc1051b7-5a45-4477-b9e5-7ad68696bd20,POINT (0 0),00124b001c7348c0,20001,10,1,"{""light_type"":""street_light"",""dimmer_standard"":""0-10V"",""max_driver_dimmer"":170,""max_power"":50,""min_power"":5,""time_dimmer"":2000,""group"":60}","{""dimmers"":[255,255,255,255],""script"":""static"",""sensors"":[{""port"":5,""is_open"":true,""sensor_type"":""HUMIDITY"",""error"":26,""humidity"":""46.539978"",""temperature"":""30.459000""},{""port"":6,""is_open"":false,""sensor_type"":""""},{""port"":7,""is_open"":false,""sensor_type"":""""},{""port"":8,""is_open"":false,""sensor_type"":""""}]}",0,,,,,2019-11-18 10:25:37
109,402088,prd_72f856a8-f25d-4b2f-8ab6-571869efb3ba,updated,2019-11-18 10:25:49,,"[""data.dimmers"",""data.sensors""]",active,LIGHT_20001,LIGHT,c4ef9f42d092244e9bf88d18,RF_868,3.0.0_003,are_dc1051b7-5a45-4477-b9e5-7ad68696bd20,POINT (0 0),00124b001c7348c0,20001,10,1,"{""light_type"":""street_light"",""dimmer_standard"":""0-10V"",""max_driver_dimmer"":170,""max_power"":50,""min_power"":5,""time_dimmer"":2000,""group"":60}","{""dimmers"":[255,255,255,255],""script"":""static"",""sensors"":[{""port"":5,""is_open"":true,""sensor_type"":""HUMIDITY"",""error"":26,""humidity"":""46.669983"",""temperature"":""30.469986""},{""port"":6,""is_open"":false,""sensor_type"":""""},{""port"":7,""is_open"":false,""sensor_type"":""""},{""port"":8,""is_open"":false,""sensor_type"":""""}]}",0,,,,,2019-11-18 10:25:49
110,402089,prd_72f856a8-f25d-4b2f-8ab6-571869efb3ba,updated,2019-11-18 10:26:14,,"[""data.dimmers"",""data.sensors""]",active,LIGHT_20001,LIGHT,c4ef9f42d092244e9bf88d18,RF_868,3.0.0_003,are_dc1051b7-5a45-4477-b9e5-7ad68696bd20,POINT (0 0),00124b001c7348c0,20001,10,1,"{""light_type"":""street_light"",""dimmer_standard"":""0-10V"",""max_driver_dimmer"":170,""max_power"":50,""min_power"":5,""time_dimmer"":2000,""group"":60}","{""dimmers"":[255,255,255,255],""script"":""static"",""sensors"":[{""port"":5,""is_open"":true,""sensor_type"":""HUMIDITY"",""error"":26,""humidity"":""46.539978"",""temperature"":""30.459000""},{""port"":6,""is_open"":false,""sensor_type"":""""},{""port"":7,""is_open"":false,""sensor_type"":""""},{""port"":8,""is_open"":false,""sensor_type"":""""}]}",0,,,,,2019-11-18 10:26:14
111,402090,prd_72f856a8-f25d-4b2f-8ab6-571869efb3ba,updated,2019-11-18 10:26:25,,"[""data.dimmers"",""data.sensors""]",active,LIGHT_20001,LIGHT,c4ef9f42d092244e9bf88d18,RF_868,3.0.0_003,are_dc1051b7-5a45-4477-b9e5-7ad68696bd20,POINT (0 0),00124b001c7348c0,20001,10,1,"{""light_type"":""street_light"",""dimmer_standard"":""0-10V"",""max_driver_dimmer"":170,""max_power"":50,""min_power"":5,""time_dimmer"":2000,""group"":60}","{""dimmers"":[255,255,255,255],""script"":""static"",""sensors"":[{""port"":5,""is_open"":true,""sensor_type"":""HUMIDITY"",""error"":26,""humidity"":""46.669983"",""temperature"":""30.459000""},{""port"":6,""is_open"":false,""sensor_type"":""""},{""port"":7,""is_open"":false,""sensor_type"":""""},{""port"":8,""is_open"":false,""sensor_type"":""""}]}",0,,,,,2019-11-18 10:26:25
112,402091,prd_72f856a8-f25d-4b2f-8ab6-571869efb3ba,updated,2019-11-18 10:26:36,,"[""data.dimmers"",""data.sensors""]",active,LIGHT_20001,LIGHT,c4ef9f42d092244e9bf88d18,RF_868,3.0.0_003,are_dc1051b7-5a45-4477-b9e5-7ad68696bd20,POINT (0 0),00124b001c7348c0,20001,10,1,"{""light_type"":""street_light"",""dimmer_standard"":""0-10V"",""max_driver_dimmer"":170,""max_power"":50,""min_power"":5,""time_dimmer"":2000,""group"":60}","{""dimmers"":[255,255,255,255],""script"":""static"",""sensors"":[{""port"":5,""is_open"":true,""sensor_type"":""HUMIDITY"",""error"":26,""humidity"":""46.739990"",""temperature"":""30.478989""},{""port"":6,""is_open"":false,""sensor_type"":""""},{""port"":7,""is_open"":false,""sensor_type"":""""},{""port"":8,""is_open"":false,""sensor_type"":""""}]}",0,,,,,2019-11-18 10:26:36
113,402092,prd_72f856a8-f25d-4b2f-8ab6-571869efb3ba,updated,2019-11-18 10:26:48,,"[""data.dimmers"",""data.sensors""]",active,LIGHT_20001,LIGHT,c4ef9f42d092244e9bf88d18,RF_868,3.0.0_003,are_dc1051b7-5a45-4477-b9e5-7ad68696bd20,POINT (0 0),00124b001c7348c0,20001,10,1,"{""light_type"":""street_light"",""dimmer_standard"":""0-10V"",""max_driver_dimmer"":170,""max_power"":50,""min_power"":5,""time_dimmer"":2000,""group"":60}","{""dimmers"":[255,255,255,255],""script"":""static"",""sensors"":[{""port"":5,""is_open"":true,""sensor_type"":""HUMIDITY"",""error"":26,""humidity"":""46.639984"",""temperature"":""30.478989""},{""port"":6,""is_open"":false,""sensor_type"":""""},{""port"":7,""is_open"":false,""sensor_type"":""""},{""port"":8,""is_open"":false,""sensor_type"":""""}]}",0,,,,,2019-11-18 10:26:48
114,402093,prd_72f856a8-f25d-4b2f-8ab6-571869efb3ba,updated,2019-11-18 10:27:00,,"[""data.dimmers"",""data.sensors""]",active,LIGHT_20001,LIGHT,c4ef9f42d092244e9bf88d18,RF_868,3.0.0_003,are_dc1051b7-5a45-4477-b9e5-7ad68696bd20,POINT (0 0),00124b001c7348c0,20001,10,1,"{""light_type"":""street_light"",""dimmer_standard"":""0-10V"",""max_driver_dimmer"":170,""max_power"":50,""min_power"":5,""time_dimmer"":2000,""group"":60}","{""dimmers"":[255,255,255,255],""script"":""static"",""sensors"":[{""port"":5,""is_open"":true,""sensor_type"":""HUMIDITY"",""error"":26,""humidity"":""46.539978"",""temperature"":""30.469986""},{""port"":6,""is_open"":false,""sensor_type"":""""},{""port"":7,""is_open"":false,""sensor_type"":""""},{""port"":8,""is_open"":false,""sensor_type"":""""}]}",0,,,,,2019-11-18 10:27:00
